Monitoreo,Nombre_punto,Ubicacion_puntos,Norte,Este,Elevacion,Fecha,Altura_tanque,Nivel_tanque
4,INC - 6 & AST - 4,Inclinómetro / Asentamiento,387.345,369.756,100.245,05 de Mayo 2013,16.608,1
4,INC - 6 & AST - 4,Inclinómetro / Asentamiento,387.366,369.875,100.026,05 de Mayo 2013,16.608,1
5,DQ - 1,dique del cubeto de los tanques,353.678,417.963,101.528,07 de Mayo 2013,19.593,1
5,DQ - 2,dique del cubeto de los tanques,353.679,408.711,101.517,07 de Mayo 2013,19.593,1
5,DQ - 3,dique del cubeto de los tanques,353.666,396.655,101.473,07 de Mayo 2013,19.593,1
5,DQ - 4,dique del cubeto de los tanques,355.976,391.034,101.434,07 de Mayo 2013,19.593,1
5,DQ - 5,dique del cubeto de los tanques,373.787,373.17,101.439,07 de Mayo 2013,19.593,1
5,DQ - 6,dique del cubeto de los tanques,385.419,361.596,101.468,07 de Mayo 2013,19.593,1
5,DQ - 7,dique del cubeto de los tanques,398.813,348.224,101.5,07 de Mayo 2013,19.593,1
5,DQ - 8,dique del cubeto de los tanques,409.321,337.815,101.53,07 de Mayo 2013,19.593,1
5,DQ - 9,dique del cubeto de los tanques,453.227,334.88,101.542,07 de Mayo 2013,19.593,1
5,DQ - 10,dique del cubeto de los tanques,461.873,334.869,101.522,07 de Mayo 2013,19.593,1
5,DQ - 11,dique del cubeto de los tanques,468.079,337.522,101.523,07 de Mayo 2013,19.593,1
5,DQ - 12,dique del cubeto de los tanques,477.658,347.121,101.519,07 de Mayo 2013,19.593,1
5,DQ - 13,dique del cubeto de los tanques,488.003,357.384,101.412,07 de Mayo 2013,19.593,1
5,DQ - 14,dique del cubeto de los tanques,494.206,363.559,101.377,07 de Mayo 2013,19.593,1
5,DQ - 15,dique del cubeto de los tanques,501.128,370.634,101.5,07 de Mayo 2013,19.593,1
5,DQ - 16,dique del cubeto de los tanques,507.597,376.927,101.539,07 de Mayo 2013,19.593,1
5,PC - 1,borde cuneta perimetral,327.864,418.465,99.09,07 de Mayo 2013,19.593,1
5,PC - 2,borde cuneta perimetral,330.013,392.046,98.21,07 de Mayo 2013,19.593,1
5,PC - 3,borde cuneta perimetral,335.626,384.343,98.156,07 de Mayo 2013,19.593,1
5,PC - 4,borde cuneta perimetral,360.358,359.66,98.17,07 de Mayo 2013,19.593,1
5,PC - 5,borde cuneta perimetral,371.406,348.614,98.196,07 de Mayo 2013,19.593,1
5,PC - 6,borde cuneta perimetral,395.722,324.337,98.292,07 de Mayo 2013,19.593,1
5,PC - 7,borde cuneta perimetral,481.85,325.05,98.309,07 de Mayo 2013,19.593,1
5,PC - 8,borde cuneta perimetral,490.423,333.633,98.26,07 de Mayo 2013,19.593,1
5,PC - 9,borde cuneta perimetral,501.767,344.964,98.208,07 de Mayo 2013,19.593,1
5,PC - 10,borde cuneta perimetral,509.463,352.659,98.181,07 de Mayo 2013,19.593,1
5,PC - 11,borde cuneta perimetral,518.826,361.977,98.26,07 de Mayo 2013,19.593,1
5,PC - 12,borde cuneta perimetral,530.024,373.212,98.308,07 de Mayo 2013,19.593,1
5,SP - 1,soportes de concreto para tuberias,495.211,351.372,98.611,07 de Mayo 2013,19.593,1
5,SP - 3,soportes de concreto para tuberias,500.828,356.995,98.549,07 de Mayo 2013,19.593,1
5,SP - 5,soportes de concreto para tuberias,506.444,362.609,98.619,07 de Mayo 2013,19.593,1
5,SP - 7,soportes de concreto para tuberias,397.573,353.216,100.523,07 de Mayo 2013,19.593,1
5,SP - 8,soportes de concreto para tuberias,401.78,357.416,100.546,07 de Mayo 2013,19.593,1
5,SP - 9,soportes de concreto para tuberias,379.448,378.351,100.262,07 de Mayo 2013,19.593,1
5,SP - 10,soportes de concreto para tuberias,375.769,374.642,100.21,07 de Mayo 2013,19.593,1
5,INC - 1,Inclinómetro / Asentamiento,499.969,353.987,98.366,07 de Mayo 2013,19.593,1
5,INC - 1,Inclinómetro / Asentamiento,499.953,353.83,98.363,07 de Mayo 2013,19.593,1
5,INC - 3 & AST - 3,Inclinómetro / Asentamiento,400.437,435.045,100.083,07 de Mayo 2013,19.593,1
5,INC - 3 & AST - 3,Inclinómetro / Asentamiento,400.346,435.095,100.091,07 de Mayo 2013,19.593,1
5,INC - 4 & AST - 1,Inclinómetro / Asentamiento,479.577,369.728,100.147,07 de Mayo 2013,19.593,1
5,INC - 4 & AST - 1,Inclinómetro / Asentamiento,479.529,369.909,100.071,07 de Mayo 2013,19.593,1
5,INC - 5 & AST - 2,Inclinómetro / Asentamiento,484.448,364.433,99.939,07 de Mayo 2013,19.593,1
5,INC - 5 & AST - 2,Inclinómetro / Asentamiento,484.408,364.564,99.865,07 de Mayo 2013,19.593,1
5,INC - 6 & AST - 4,Inclinómetro / Asentamiento,387.345,369.756,100.242,07 de Mayo 2013,19.593,1
5,INC - 6 & AST - 4,Inclinómetro / Asentamiento,387.366,369.875,100.023,07 de Mayo 2013,19.593,1
6,DQ - 1,dique del cubeto de los tanques,353.678,417.963,101.527,26 de Junio 2013,19.593,1
6,DQ - 2,dique del cubeto de los tanques,353.678,408.711,101.516,26 de Junio 2013,19.593,1
6,DQ - 3,dique del cubeto de los tanques,353.665,396.655,101.471,26 de Junio 2013,19.593,1
6,DQ - 4,dique del cubeto de los tanques,355.975,391.032,101.432,26 de Junio 2013,19.593,1
6,DQ - 5,dique del cubeto de los tanques,373.786,373.171,101.437,26 de Junio 2013,19.593,1
6,DQ - 6,dique del cubeto de los tanques,385.419,361.597,101.466,26 de Junio 2013,19.593,1
6,DQ - 7,dique del cubeto de los tanques,398.813,348.225,101.5,26 de Junio 2013,19.593,1
6,DQ - 8,dique del cubeto de los tanques,409.32,337.815,101.531,26 de Junio 2013,19.593,1
6,DQ - 9,dique del cubeto de los tanques,453.227,334.88,101.543,26 de Junio 2013,19.593,1
6,DQ - 10,dique del cubeto de los tanques,461.872,334.87,101.523,26 de Junio 2013,19.593,1
6,DQ - 11,dique del cubeto de los tanques,468.079,337.522,101.524,26 de Junio 2013,19.593,1
6,DQ - 12,dique del cubeto de los tanques,477.658,347.121,101.519,26 de Junio 2013,19.593,1
6,DQ - 13,dique del cubeto de los tanques,488.003,357.384,101.413,26 de Junio 2013,19.593,1
6,DQ - 14,dique del cubeto de los tanques,494.205,363.559,101.377,26 de Junio 2013,19.593,1
6,DQ - 15,dique del cubeto de los tanques,501.127,370.635,101.5,26 de Junio 2013,19.593,1
6,DQ - 16,dique del cubeto de los tanques,507.596,376.928,101.539,26 de Junio 2013,19.593,1
6,PC - 1,borde cuneta perimetral,327.866,418.467,99.094,26 de Junio 2013,19.593,1
6,PC - 2,borde cuneta perimetral,330.013,392.047,98.209,26 de Junio 2013,19.593,1
6,PC - 3,borde cuneta perimetral,335.625,384.344,98.156,26 de Junio 2013,19.593,1
6,PC - 4,borde cuneta perimetral,360.356,359.66,98.17,26 de Junio 2013,19.593,1
6,PC - 5,borde cuneta perimetral,371.404,348.613,98.196,26 de Junio 2013,19.593,1
6,PC - 6,borde cuneta perimetral,395.719,324.336,98.294,26 de Junio 2013,19.593,1
6,PC - 7,borde cuneta perimetral,481.85,325.051,98.31,26 de Junio 2013,19.593,1
6,PC - 8,borde cuneta perimetral,490.423,333.634,98.261,26 de Junio 2013,19.593,1
6,PC - 9,borde cuneta perimetral,501.766,344.965,98.208,26 de Junio 2013,19.593,1
6,PC - 10,borde cuneta perimetral,509.463,352.66,98.181,26 de Junio 2013,19.593,1
6,PC - 11,borde cuneta perimetral,518.826,361.977,98.26,26 de Junio 2013,19.593,1
6,PC - 12,borde cuneta perimetral,530.022,373.214,98.307,26 de Junio 2013,19.593,1
6,SP - 1,soportes de concreto para tuberias,495.211,351.373,98.611,26 de Junio 2013,19.593,1
6,SP - 3,soportes de concreto para tuberias,500.827,356.996,98.549,26 de Junio 2013,19.593,1
6,SP - 5,soportes de concreto para tuberias,506.443,362.61,98.619,26 de Junio 2013,19.593,1
6,SP - 7,soportes de concreto para tuberias,397.572,353.215,100.523,26 de Junio 2013,19.593,1
6,SP - 8,soportes de concreto para tuberias,401.779,357.415,100.548,26 de Junio 2013,19.593,1
6,SP - 9,soportes de concreto para tuberias,379.446,378.352,100.262,26 de Junio 2013,19.593,1
6,SP - 10,soportes de concreto para tuberias,375.767,374.643,100.201,26 de Junio 2013,19.593,1
6,INC - 1,Inclinómetro / Asentamiento,499.969,353.986,98.367,26 de Junio 2013,19.593,1
6,INC - 1,Inclinómetro / Asentamiento,499.952,353.83,98.364,26 de Junio 2013,19.593,1
6,INC - 3 & AST - 3,Inclinómetro / Asentamiento,400.438,435.045,100.085,26 de Junio 2013,19.593,1
6,INC - 3 & AST - 3,Inclinómetro / Asentamiento,400.346,435.094,100.091,26 de Junio 2013,19.593,1
6,INC - 4 & AST - 1,Inclinómetro / Asentamiento,479.577,369.729,100.148,26 de Junio 2013,19.593,1
6,INC - 4 & AST - 1,Inclinómetro / Asentamiento,479.528,369.912,100.072,26 de Junio 2013,19.593,1
6,INC - 5 & AST - 2,Inclinómetro / Asentamiento,484.449,364.432,99.94,26 de Junio 2013,19.593,1
6,INC - 5 & AST - 2,Inclinómetro / Asentamiento,484.409,364.563,99.867,26 de Junio 2013,19.593,1
6,INC - 6 & AST - 4,Inclinómetro / Asentamiento,387.344,369.756,100.243,26 de Junio 2013,19.593,1
6,INC - 6 & AST - 4,Inclinómetro / Asentamiento,387.366,369.875,100.024,26 de Junio 2013,19.593,1
7,DQ - 1,dique del cubeto de los tanques,353.676,417.962,101.526,9 de Agosto 2013,19.593,1
7,DQ - 2,dique del cubeto de los tanques,353.677,408.71,101.515,9 de Agosto 2013,19.593,1
7,DQ - 3,dique del cubeto de los tanques,353.663,396.653,101.469,9 de Agosto 2013,19.593,1
7,DQ - 4,dique del cubeto de los tanques,355.973,391.031,101.43,9 de Agosto 2013,19.593,1
7,DQ - 5,dique del cubeto de los tanques,373.785,373.168,101.436,9 de Agosto 2013,19.593,1
7,DQ - 6,dique del cubeto de los tanques,385.418,361.595,101.466,9 de Agosto 2013,19.593,1
7,DQ - 7,dique del cubeto de los tanques,398.812,348.224,101.498,9 de Agosto 2013,19.593,1
7,DQ - 8,dique del cubeto de los tanques,409.321,337.815,101.528,9 de Agosto 2013,19.593,1
7,DQ - 9,dique del cubeto de los tanques,453.226,334.876,101.539,9 de Agosto 2013,19.593,1
7,DQ - 10,dique del cubeto de los tanques,461.87,334.867,101.52,9 de Agosto 2013,19.593,1
7,DQ - 11,dique del cubeto de los tanques,468.077,337.519,101.521,9 de Agosto 2013,19.593,1
7,DQ - 12,dique del cubeto de los tanques,477.658,347.118,101.516,9 de Agosto 2013,19.593,1
7,DQ - 13,dique del cubeto de los tanques,488.002,357.381,101.41,9 de Agosto 2013,19.593,1
7,DQ - 14,dique del cubeto de los tanques,494.204,363.556,101.375,9 de Agosto 2013,19.593,1
7,DQ - 15,dique del cubeto de los tanques,501.126,370.631,101.498,9 de Agosto 2013,19.593,1
7,DQ - 16,dique del cubeto de los tanques,507.595,376.925,101.537,9 de Agosto 2013,19.593,1
7,PC - 1,borde cuneta perimetral,327.863,418.465,99.091,9 de Agosto 2013,19.593,1
7,PC - 2,borde cuneta perimetral,330.011,392.044,98.206,9 de Agosto 2013,19.593,1
7,PC - 3,borde cuneta perimetral,335.624,384.341,98.151,9 de Agosto 2013,19.593,1
7,PC - 4,borde cuneta perimetral,360.355,359.658,98.166,9 de Agosto 2013,19.593,1
7,PC - 5,borde cuneta perimetral,371.404,348.612,98.191,9 de Agosto 2013,19.593,1
7,PC - 6,borde cuneta perimetral,395.721,324.336,98.288,9 de Agosto 2013,19.593,1
7,PC - 7,borde cuneta perimetral,481.849,325.048,98.308,9 de Agosto 2013,19.593,1
7,PC - 8,borde cuneta perimetral,490.423,333.63,98.257,9 de Agosto 2013,19.593,1
7,PC - 9,borde cuneta perimetral,501.766,344.961,98.206,9 de Agosto 2013,19.593,1
7,PC - 10,borde cuneta perimetral,509.463,352.656,98.176,9 de Agosto 2013,19.593,1
7,PC - 11,borde cuneta perimetral,518.826,361.972,98.259,9 de Agosto 2013,19.593,1
7,PC - 12,borde cuneta perimetral,530.022,373.21,98.301,9 de Agosto 2013,19.593,1
7,SP - 1,soportes de concreto para tuberias,495.21,351.37,98.609,9 de Agosto 2013,19.593,1
7,SP - 3,soportes de concreto para tuberias,500.827,356.993,98.548,9 de Agosto 2013,19.593,1
7,SP - 5,soportes de concreto para tuberias,506.442,362.608,98.618,9 de Agosto 2013,19.593,1
7,SP - 7,soportes de concreto para tuberias,397.573,353.216,100.523,9 de Agosto 2013,19.593,1
7,SP - 8,soportes de concreto para tuberias,401.781,357.416,100.547,9 de Agosto 2013,19.593,1
7,SP - 9,soportes de concreto para tuberias,379.446,378.35,100.262,9 de Agosto 2013,19.593,1
7,SP - 10,soportes de concreto para tuberias,375.768,374.641,100.211,9 de Agosto 2013,19.593,1
7,INC - 1,Inclinómetro / Asentamiento,499.969,353.983,98.364,9 de Agosto 2013,19.593,1
7,INC - 1,Inclinómetro / Asentamiento,499.952,353.827,98.361,9 de Agosto 2013,19.593,1
7,INC - 3 & AST - 3,Inclinómetro / Asentamiento,400.438,435.043,100.083,9 de Agosto 2013,19.593,1
7,INC - 3 & AST - 3,Inclinómetro / Asentamiento,400.346,435.092,100.092,9 de Agosto 2013,19.593,1
7,INC - 4 & AST - 1,Inclinómetro / Asentamiento,479.575,369.726,100.145,9 de Agosto 2013,19.593,1
7,INC - 4 & AST - 1,Inclinómetro / Asentamiento,479.527,369.908,100.073,9 de Agosto 2013,19.593,1
7,INC - 5 & AST - 2,Inclinómetro / Asentamiento,484.448,364.431,99.94,9 de Agosto 2013,19.593,1
7,INC - 5 & AST - 2,Inclinómetro / Asentamiento,484.408,364.562,99.866,9 de Agosto 2013,19.593,1
7,INC - 6 & AST - 4,Inclinómetro / Asentamiento,387.345,369.756,100.242,9 de Agosto 2013,19.593,1
7,INC - 6 & AST - 4,Inclinómetro / Asentamiento,387.366,369.875,100.023,9 de Agosto 2013,19.593,1
11,DQ - 1,dique del cubeto de los tanques,353.667,417.961,101.525,17 de Diciembre 2014,10.016,1
11,DQ - 2,dique del cubeto de los tanques,353.662,408.708,101.511,17 de Diciembre 2014,10.016,1
11,DQ - 3,dique del cubeto de los tanques,353.64,396.643,101.459,17 de Diciembre 2014,10.016,1
11,DQ - 4,dique del cubeto de los tanques,355.95,391.018,101.418,17 de Diciembre 2014,10.016,1
11,DQ - 5,dique del cubeto de los tanques,373.765,373.152,101.428,17 de Diciembre 2014,10.016,1
11,DQ - 6,dique del cubeto de los tanques,385.399,361.579,101.459,17 de Diciembre 2014,10.016,1
11,DQ - 7,dique del cubeto de los tanques,398.797,348.21,101.492,17 de Diciembre 2014,10.016,1
11,DQ - 8,dique del cubeto de los tanques,409.309,337.807,101.527,17 de Diciembre 2014,10.016,1
11,DQ - 9,dique del cubeto de los tanques,453.225,334.861,101.538,17 de Diciembre 2014,10.016,1
11,DQ - 10,dique del cubeto de los tanques,461.87,334.857,101.519,17 de Diciembre 2014,10.016,1
11,DQ - 11,dique del cubeto de los tanques,468.079,337.51,101.52,17 de Diciembre 2014,10.016,1
11,DQ - 12,dique del cubeto de los tanques,477.666,347.103,101.511,17 de Diciembre 2014,10.016,1
11,DQ - 13,dique del cubeto de los tanques,488.011,357.367,101.404,17 de Diciembre 2014,10.016,1
11,DQ - 14,dique del cubeto de los tanques,494.214,363.54,101.365,17 de Diciembre 2014,10.016,1
11,DQ - 15,dique del cubeto de los tanques,501.132,370.619,101.494,17 de Diciembre 2014,10.016,1
11,DQ - 16,dique del cubeto de los tanques,507.598,376.918,101.534,17 de Diciembre 2014,10.016,1
11,PC - 1,borde cuneta perimetral,327.863,418.462,99.085,17 de Diciembre 2014,10.016,1
11,PC - 2,borde cuneta perimetral,329.991,392.031,99.085,17 de Diciembre 2014,10.016,1
11,PC - 3,borde cuneta perimetral,335.604,384.332,99.085,17 de Diciembre 2014,10.016,1
11,PC - 4,borde cuneta perimetral,360.34,359.65,99.085,17 de Diciembre 2014,10.016,1
11,PC - 5,borde cuneta perimetral,371.388,348.601,99.085,17 de Diciembre 2014,10.016,1
11,PC - 6,borde cuneta perimetral,395.708,324.328,99.085,17 de Diciembre 2014,10.016,1
11,PC - 7,borde cuneta perimetral,481.85,325.042,98.298,17 de Diciembre 2014,10.016,1
11,PC - 8,borde cuneta perimetral,490.426,333.623,98.24,17 de Diciembre 2014,10.016,1
11,PC - 9,borde cuneta perimetral,501.769,344.947,98.184,17 de Diciembre 2014,10.016,1
11,PC - 10,borde cuneta perimetral,509.463,352.645,98.152,17 de Diciembre 2014,10.016,1
11,PC - 11,borde cuneta perimetral,518.827,361.961,98.244,17 de Diciembre 2014,10.016,1
11,PC - 12,borde cuneta perimetral,530.025,373.197,98.283,17 de Diciembre 2014,10.016,1
11,SP - 1,soportes de concreto para tuberias,495.214,351.362,98.6,17 de Diciembre 2014,10.016,1
11,SP - 3,soportes de concreto para tuberias,500.831,356.985,98.538,17 de Diciembre 2014,10.016,1
11,SP - 5,soportes de concreto para tuberias,506.446,362.599,98.612,17 de Diciembre 2014,10.016,1
11,SP - 7,soportes de concreto para tuberias,397.566,353.209,100.523,17 de Diciembre 2014,10.016,1
11,SP - 8,soportes de concreto para tuberias,401.773,357.409,100.547,17 de Diciembre 2014,10.016,1
11,SP - 9,soportes de concreto para tuberias,379.436,378.344,100.26,17 de Diciembre 2014,10.016,1
11,SP - 10,soportes de concreto para tuberias,375.757,374.636,100.206,17 de Diciembre 2014,10.016,1
11,INC - 1,Inclinómetro / Asentamiento,499.97,353.976,98.355,17 de Diciembre 2014,10.016,1
11,INC - 1,Inclinómetro / Asentamiento,499.955,353.82,98.349,17 de Diciembre 2014,10.016,1
11,INC - 3 & AST - 3,Inclinómetro / Asentamiento,400.435,435.043,100.089,17 de Diciembre 2014,10.016,1
11,INC - 3 & AST - 3,Inclinómetro / Asentamiento,400.344,435.093,100.097,17 de Diciembre 2014,10.016,1
11,INC - 4 & AST - 1,Inclinómetro / Asentamiento,479.577,369.721,100.151,17 de Diciembre 2014,10.016,1
11,INC - 4 & AST - 1,Inclinómetro / Asentamiento,479.529,369.902,100.077,17 de Diciembre 2014,10.016,1
11,INC - 5 & AST - 2,Inclinómetro / Asentamiento,484.448,364.422,99.941,17 de Diciembre 2014,10.016,1
11,INC - 5 & AST - 2,Inclinómetro / Asentamiento,484.409,364.555,99.867,17 de Diciembre 2014,10.016,1
11,INC - 6 & AST - 4,Inclinómetro / Asentamiento,387.336,369.751,100.243,17 de Diciembre 2014,10.016,1
11,INC - 6 & AST - 4,Inclinómetro / Asentamiento,387.357,369.87,100.023,17 de Diciembre 2014,10.016,1
13,DQ - 1,dique del cubeto de los tanques,353.668,417.959,101.527,18 Noviembre 2015,19.588,1
13,DQ - 2,dique del cubeto de los tanques,353.664,408.707,101.513,18 Noviembre 2015,19.588,1
13,DQ - 3,dique del cubeto de los tanques,353.638,396.64,101.456,18 Noviembre 2015,19.588,1
13,DQ - 4,dique del cubeto de los tanques,355.947,391.014,101.416,18 Noviembre 2015,19.588,1
13,DQ - 5,dique del cubeto de los tanques,373.767,373.152,101.427,18 Noviembre 2015,19.588,1
13,DQ - 6,dique del cubeto de los tanques,385.403,361.581,101.46,18 Noviembre 2015,19.588,1
13,DQ - 7,dique del cubeto de los tanques,398.799,348.21,101.495,18 Noviembre 2015,19.588,1
13,DQ - 8,dique del cubeto de los tanques,409.309,337.804,101.53,18 Noviembre 2015,19.588,1
13,DQ - 9,dique del cubeto de los tanques,453.226,334.86,101.54,18 Noviembre 2015,19.588,1
13,DQ - 10,dique del cubeto de los tanques,461.87,334.854,101.521,18 Noviembre 2015,19.588,1
13,DQ - 11,dique del cubeto de los tanques,468.079,337.506,101.521,18 Noviembre 2015,19.588,1
13,DQ - 12,dique del cubeto de los tanques,477.666,347.102,101.514,18 Noviembre 2015,19.588,1
13,DQ - 13,dique del cubeto de los tanques,488.014,357.363,101.402,18 Noviembre 2015,19.588,1
13,DQ - 14,dique del cubeto de los tanques,494.216,363.537,101.364,18 Noviembre 2015,19.588,1
13,DQ - 15,dique del cubeto de los tanques,501.131,370.618,101.497,18 Noviembre 2015,19.588,1
13,DQ - 16,dique del cubeto de los tanques,507.598,376.916,101.538,18 Noviembre 2015,19.588,1
13,PC - 1,borde cuneta perimetral,327.857,418.46,99.081,18 Noviembre 2015,19.588,1
13,PC - 2,borde cuneta perimetral,329.975,392.023,98.14,18 Noviembre 2015,19.588,1
13,PC - 3,borde cuneta perimetral,335.588,384.324,98.094,18 Noviembre 2015,19.588,1
13,PC - 4,borde cuneta perimetral,360.335,359.644,98.144,18 Noviembre 2015,19.588,1
13,PC - 5,borde cuneta perimetral,371.384,348.594,98.169,18 Noviembre 2015,19.588,1
13,PC - 6,borde cuneta perimetral,395.7,324.316,98.263,18 Noviembre 2015,19.588,1
13,PC - 7,borde cuneta perimetral,481.856,325.033,98.286,18 Noviembre 2015,19.588,1
13,PC - 8,borde cuneta perimetral,490.434,333.613,98.225,18 Noviembre 2015,19.588,1
13,PC - 9,borde cuneta perimetral,501.775,344.933,98.167,18 Noviembre 2015,19.588,1
13,PC - 10,borde cuneta perimetral,509.467,352.633,98.134,18 Noviembre 2015,19.588,1
13,PC - 11,borde cuneta perimetral,518.832,361.948,98.233,18 Noviembre 2015,19.588,1
13,PC - 12,borde cuneta perimetral,530.029,373.185,98.27,18 Noviembre 2015,19.588,1
13,SP - 1,soportes de concreto para tuberias,495.221,351.355,98.593,18 Noviembre 2015,19.588,1
13,SP - 3,soportes de concreto para tuberias,500.838,356.977,98.53,18 Noviembre 2015,19.588,1
13,SP - 5,soportes de concreto para tuberias,506.452,362.594,98.605,18 Noviembre 2015,19.588,1
13,SP - 7,soportes de concreto para tuberias,397.567,353.207,100.522,18 Noviembre 2015,19.588,1
13,SP - 8,soportes de concreto para tuberias,401.774,357.407,100.545,18 Noviembre 2015,19.588,1
13,SP - 9,soportes de concreto para tuberias,379.438,378.341,100.257,18 Noviembre 2015,19.588,1
13,SP - 10,soportes de concreto para tuberias,375.755,374.634,100.205,18 Noviembre 2015,19.588,1
13,INC - 1,Inclinómetro / Asentamiento,499.981,353.969,98.352,18 Noviembre 2015,19.588,1
13,INC - 1,Inclinómetro / Asentamiento,499.965,353.81,98.342,18 Noviembre 2015,19.588,1
13,INC - 3 & AST - 3,Inclinómetro / Asentamiento,400.437,435.041,100.085,18 Noviembre 2015,19.588,1
13,INC - 3 & AST - 3,Inclinómetro / Asentamiento,400.345,435.09,100.093,18 Noviembre 2015,19.588,1
13,INC - 4 & AST - 1,Inclinómetro / Asentamiento,479.575,369.722,100.144,18 Noviembre 2015,19.588,1
13,INC - 4 & AST - 1,Inclinómetro / Asentamiento,479.528,369.902,100.071,18 Noviembre 2015,19.588,1
13,INC - 5 & AST - 2,Inclinómetro / Asentamiento,484.45,364.425,99.939,18 Noviembre 2015,19.588,1
13,INC - 5 & AST - 2,Inclinómetro / Asentamiento,484.41,364.555,99.861,18 Noviembre 2015,19.588,1
13,INC - 6 & AST - 4,Inclinómetro / Asentamiento,387.338,369.749,100.243,18 Noviembre 2015,19.588,1
13,INC - 6 & AST - 4,Inclinómetro / Asentamiento,387.359,369.867,100.017,18 Noviembre 2015,19.588,1
16,DQ - 1,dique del cubeto de los tanques,353.663,417.957,101.529,16 DE MAYO 2019,19.5,1
16,DQ - 2,dique del cubeto de los tanques,353.658,408.703,101.512,16 DE MAYO 2019,19.5,1
16,DQ - 3,dique del cubeto de los tanques,353.635,396.634,101.45,16 DE MAYO 2019,19.5,1
16,DQ - 4,dique del cubeto de los tanques,355.943,391.007,101.403,16 DE MAYO 2019,19.5,1
16,DQ - 5,dique del cubeto de los tanques,373.763,373.15,101.421,16 DE MAYO 2019,19.5,1
16,DQ - 6,dique del cubeto de los tanques,385.404,361.58,101.455,16 DE MAYO 2019,19.5,1
16,DQ - 7,dique del cubeto de los tanques,398.801,348.212,101.488,16 DE MAYO 2019,19.5,1
16,DQ - 8,dique del cubeto de los tanques,409.31,337.804,101.528,16 DE MAYO 2019,19.5,1
16,DQ - 9,dique del cubeto de los tanques,453.231,334.866,101.541,16 DE MAYO 2019,19.5,1
16,DQ - 10,dique del cubeto de los tanques,461.875,334.855,101.518,16 DE MAYO 2019,19.5,1
16,DQ - 11,dique del cubeto de los tanques,468.083,337.505,101.517,16 DE MAYO 2019,19.5,1
16,DQ - 12,dique del cubeto de los tanques,477.671,347.101,101.506,16 DE MAYO 2019,19.5,1
16,DQ - 13,dique del cubeto de los tanques,488.028,357.355,101.382,16 DE MAYO 2019,19.5,1
16,DQ - 14,dique del cubeto de los tanques,494.239,363.52,101.34,16 DE MAYO 2019,19.5,1
16,DQ - 15,dique del cubeto de los tanques,501.138,370.613,101.487,16 DE MAYO 2019,19.5,1
16,DQ - 16,dique del cubeto de los tanques,507.603,376.919,101.532,16 DE MAYO 2019,19.5,1
16,PC - 1,borde cuneta perimetral,327.845,418.454,99.071,16 DE MAYO 2019,19.5,1
16,PC - 2,borde cuneta perimetral,329.955,392.015,98.127,16 DE MAYO 2019,19.5,1
16,PC - 3,borde cuneta perimetral,335.57,384.308,98.072,16 DE MAYO 2019,19.5,1
16,PC - 4,borde cuneta perimetral,360.327,359.636,98.132,16 DE MAYO 2019,19.5,1
16,PC - 5,borde cuneta perimetral,371.38,348.588,98.16,16 DE MAYO 2019,19.5,1
16,PC - 6,borde cuneta perimetral,395.698,324.312,98.265,16 DE MAYO 2019,19.5,1
16,PC - 7,borde cuneta perimetral,481.864,325.034,98.291,16 DE MAYO 2019,19.5,1
16,PC - 8,borde cuneta perimetral,490.449,333.608,98.214,16 DE MAYO 2019,19.5,1
16,PC - 9,borde cuneta perimetral,501.789,344.915,98.126,16 DE MAYO 2019,19.5,1
16,PC - 10,borde cuneta perimetral,509.484,352.611,98.102,16 DE MAYO 2019,19.5,1
16,PC - 11,borde cuneta perimetral,518.846,361.93,98.213,16 DE MAYO 2019,19.5,1
16,PC - 12,borde cuneta perimetral,530.038,373.172,98.275,16 DE MAYO 2019,19.5,1
16,SP - 1,soportes de concreto para tuberias,495.242,351.346,98.555,16 DE MAYO 2019,19.5,1
16,SP - 3,soportes de concreto para tuberias,500.858,356.969,98.489,16 DE MAYO 2019,19.5,1
16,SP - 5,soportes de concreto para tuberias,506.471,362.586,98.473,16 DE MAYO 2019,19.5,1
16,SP - 7,soportes de concreto para tuberias,397.569,353.204,100.518,16 DE MAYO 2019,19.5,1
16,SP - 8,soportes de concreto para tuberias,401.777,357.404,100.544,16 DE MAYO 2019,19.5,1
16,SP - 9,soportes de concreto para tuberias,379.436,378.339,100.254,16 DE MAYO 2019,19.5,1
16,SP - 10,soportes de concreto para tuberias,375.755,374.628,100.199,16 DE MAYO 2019,19.5,1
16,INC - 1,Inclinómetro / Asentamiento,499.998,353.958,98.321,16 DE MAYO 2019,19.5,1
16,INC - 1,Inclinómetro / Asentamiento,499.981,353.801,98.302,16 DE MAYO 2019,19.5,1
16,INC - 3 & AST - 3,Inclinómetro / Asentamiento,400.441,435.041,100.094,16 DE MAYO 2019,19.5,1
16,INC - 3 & AST - 3,Inclinómetro / Asentamiento,400.349,435.09,100.101,16 DE MAYO 2019,19.5,1
16,INC - 4 & AST - 1,Inclinómetro / Asentamiento,479.577,369.725,100.147,16 DE MAYO 2019,19.5,1
16,INC - 4 & AST - 1,Inclinómetro / Asentamiento,479.529,369.907,100.073,16 DE MAYO 2019,19.5,1
16,INC - 5 & AST - 2,Inclinómetro / Asentamiento,484.457,364.425,99.943,16 DE MAYO 2019,19.5,1
