Monitoreo,Nombre_punto,Norte,Este,Elevacion,Fecha,Altura_tanque,Nivel_tanque
2,PUNTO - 17,474.076,370.97,100.285,23 de Abril,14.697,1
2,PUNTO - 18,479.664,379.189,100.281,23 de Abril,14.697,1
2,PUNTO - 19,483.345,388.431,100.285,23 de Abril,14.697,1
2,PUNTO - 20,484.996,398.205,100.295,23 de Abril,14.697,1
2,PUNTO - 21,484.5,408.269,100.307,23 de Abril,14.697,1
2,PUNTO - 22,482.091,417.914,100.298,23 de Abril,14.697,1
2,PUNTO - 23,477.403,426.592,100.286,23 de Abril,14.697,1
2,PUNTO - 24,471.084,434.244,100.284,23 de Abril,14.697,1
2,PUNTO - 25,463.244,440.387,100.285,23 de Abril,14.697,1
2,PUNTO - 26,454.271,444.715,100.281,23 de Abril,14.697,1
2,PUNTO - 27,444.896,446.974,100.279,23 de Abril,14.697,1
2,PUNTO - 28,434.973,447.212,100.28,23 de Abril,14.697,1
2,PUNTO - 29,425.225,445.375,100.288,23 de Abril,14.697,1
2,PUNTO - 30,416.08,441.502,100.301,23 de Abril,14.697,1
3,PUNTO - 1 = 127º,410.573,437.931,100.311,01 de Mayo,14.697,1
3,PUNTO - 2,403.364,431.078,100.322,01 de Mayo,14.697,1
3,PUNTO - 3,397.763,422.845,100.329,01 de Mayo,14.697,1
3,PUNTO - 4,394.06,413.628,100.332,01 de Mayo,14.697,1
3,PUNTO - 5,392.384,403.847,100.33,01 de Mayo,14.697,1
3,PUNTO - 6,392.839,393.925,100.308,01 de Mayo,14.697,1
3,PUNTO - 7,395.408,384.33,100.288,01 de Mayo,14.697,1
3,PUNTO - 8,399.969,375.502,100.281,01 de Mayo,14.697,1
3,PUNTO - 9,406.379,367.725,100.296,01 de Mayo,14.697,1
3,PUNTO - 10,411.158,363.663,100.304,01 de Mayo,14.697,1
3,PUNTO - 11,419.739,358.655,100.325,01 de Mayo,14.697,1
3,PUNTO - 12,429.185,355.586,100.321,01 de Mayo,14.697,1
3,PUNTO - 13,439.113,354.605,100.311,01 de Mayo,14.697,1
3,PUNTO - 14,448.976,355.754,100.3,01 de Mayo,14.697,1
3,PUNTO - 15,458.355,358.969,100.296,01 de Mayo,14.697,1
3,PUNTO - 16,466.865,364.117,100.288,01 de Mayo,14.697,1
3,PUNTO - 17,474.076,370.967,100.284,01 de Mayo,14.697,1
3,PUNTO - 18,479.665,379.19,100.279,01 de Mayo,14.697,1
3,PUNTO - 19,483.347,388.428,100.283,01 de Mayo,14.697,1
3,PUNTO - 20,484.998,398.202,100.293,01 de Mayo,14.697,1
3,PUNTO - 21,484.501,408.266,100.306,01 de Mayo,14.697,1
3,PUNTO - 22,482.093,417.911,100.297,01 de Mayo,14.697,1
3,PUNTO - 23,477.405,426.588,100.285,01 de Mayo,14.697,1
3,PUNTO - 24,471.087,434.242,100.284,01 de Mayo,14.697,1
3,PUNTO - 25,463.247,440.386,100.285,01 de Mayo,14.697,1
3,PUNTO - 26,454.274,444.713,100.281,01 de Mayo,14.697,1
3,PUNTO - 27,444.899,446.973,100.278,01 de Mayo,14.697,1
3,PUNTO - 28,434.974,447.214,100.279,01 de Mayo,14.697,1
3,PUNTO - 29,425.226,445.376,100.288,01 de Mayo,14.697,1
3,PUNTO - 30,416.081,441.503,100.3,01 de Mayo,14.697,1
4,PUNTO - 1 = 127º,410.573,437.931,100.313,05 de Mayo,16.608,1
4,PUNTO - 2,403.364,431.078,100.323,05 de Mayo,16.608,1
4,PUNTO - 3,397.763,422.845,100.329,05 de Mayo,16.608,1
4,PUNTO - 4,394.059,413.628,100.333,05 de Mayo,16.608,1
4,PUNTO - 5,392.384,403.847,100.33,05 de Mayo,16.608,1
4,PUNTO - 6,392.839,393.926,100.308,05 de Mayo,16.608,1
4,PUNTO - 7,395.408,384.331,100.29,05 de Mayo,16.608,1
4,PUNTO - 8,399.969,375.503,100.284,05 de Mayo,16.608,1
4,PUNTO - 9,406.38,367.727,100.295,05 de Mayo,16.608,1
4,PUNTO - 10,411.16,363.665,100.304,05 de Mayo,16.608,1
4,PUNTO - 11,419.741,358.656,100.326,05 de Mayo,16.608,1
4,PUNTO - 12,429.188,355.586,100.322,05 de Mayo,16.608,1
4,PUNTO - 13,439.113,354.606,100.312,05 de Mayo,16.608,1
4,PUNTO - 14,448.976,355.755,100.301,05 de Mayo,16.608,1
4,PUNTO - 15,458.353,358.97,100.296,05 de Mayo,16.608,1
4,PUNTO - 16,466.865,364.118,100.289,05 de Mayo,16.608,1
4,PUNTO - 17,474.074,370.97,100.286,05 de Mayo,16.608,1
4,PUNTO - 18,479.664,379.192,100.28,05 de Mayo,16.608,1
4,PUNTO - 19,483.345,388.431,100.285,05 de Mayo,16.608,1
4,PUNTO - 20,484.998,398.207,100.294,05 de Mayo,16.608,1
4,PUNTO - 21,484.501,408.268,100.306,05 de Mayo,16.608,1
4,PUNTO - 22,482.093,417.914,100.298,05 de Mayo,16.608,1
4,PUNTO - 23,477.405,426.593,100.286,05 de Mayo,16.608,1
4,PUNTO - 24,471.086,434.243,100.285,05 de Mayo,16.608,1
4,PUNTO - 25,463.246,440.386,100.286,05 de Mayo,16.608,1
4,PUNTO - 26,454.274,444.713,100.281,05 de Mayo,16.608,1
4,PUNTO - 27,444.899,446.973,100.28,05 de Mayo,16.608,1
4,PUNTO - 28,434.973,447.213,100.281,05 de Mayo,16.608,1
4,PUNTO - 29,425.226,445.375,100.289,05 de Mayo,16.608,1
4,PUNTO - 30,416.081,441.503,100.302,05 de Mayo,16.608,1
5,PUNTO - 1 = 127º,410.573,437.931,100.31,07 de Mayo,19.593,1
5,PUNTO - 2,403.363,431.078,100.32,07 de Mayo,19.593,1
5,PUNTO - 3,397.763,422.846,100.326,07 de Mayo,19.593,1
5,PUNTO - 4,394.058,413.628,100.33,07 de Mayo,19.593,1
5,PUNTO - 5,392.384,403.847,100.327,07 de Mayo,19.593,1
5,PUNTO - 6,392.84,393.925,100.305,07 de Mayo,19.593,1
5,PUNTO - 7,395.409,384.332,100.289,07 de Mayo,19.593,1
5,PUNTO - 8,399.969,375.502,100.282,07 de Mayo,19.593,1
5,PUNTO - 9,406.381,367.727,100.291,07 de Mayo,19.593,1
5,PUNTO - 10,411.16,363.665,100.298,07 de Mayo,19.593,1
5,PUNTO - 11,419.741,358.656,100.32,07 de Mayo,19.593,1
5,PUNTO - 12,429.186,355.589,100.316,07 de Mayo,19.593,1
5,PUNTO - 13,439.116,354.609,100.307,07 de Mayo,19.593,1
5,PUNTO - 14,448.978,355.758,100.295,07 de Mayo,19.593,1
5,PUNTO - 15,458.355,358.973,100.291,07 de Mayo,19.593,1
5,PUNTO - 16,466.866,364.12,100.283,07 de Mayo,19.593,1
5,PUNTO - 17,474.076,370.972,100.278,07 de Mayo,19.593,1
5,PUNTO - 18,479.666,379.193,100.273,07 de Mayo,19.593,1
5,PUNTO - 19,483.346,388.432,100.277,07 de Mayo,19.593,1
5,PUNTO - 20,484.998,398.206,100.286,07 de Mayo,19.593,1
5,PUNTO - 21,484.501,408.27,100.299,07 de Mayo,19.593,1
5,PUNTO - 22,482.093,417.914,100.292,07 de Mayo,19.593,1
5,PUNTO - 23,477.405,426.592,100.281,07 de Mayo,19.593,1
5,PUNTO - 24,471.087,434.243,100.281,07 de Mayo,19.593,1
5,PUNTO - 25,463.247,440.387,100.281,07 de Mayo,19.593,1
5,PUNTO - 26,454.274,444.714,100.275,07 de Mayo,19.593,1
5,PUNTO - 27,444.9,446.972,100.274,07 de Mayo,19.593,1
5,PUNTO - 28,434.973,447.213,100.275,07 de Mayo,19.593,1
5,PUNTO - 29,425.225,445.375,100.283,07 de Mayo,19.593,1
5,PUNTO - 30,416.081,441.502,100.296,07 de Mayo,19.593,1
6,PUNTO - 1 = 127º,410.575,437.932,100.309,26 de Junio,19.593,1
6,PUNTO - 2,403.365,431.078,100.319,26 de Junio,19.593,1
6,PUNTO - 3,397.766,422.846,100.326,26 de Junio,19.593,1
6,PUNTO - 4,394.062,413.628,100.329,26 de Junio,19.593,1
6,PUNTO - 5,392.387,403.848,100.326,26 de Junio,19.593,1
6,PUNTO - 6,392.84,393.925,100.304,26 de Junio,19.593,1
6,PUNTO - 7,395.41,384.332,100.288,26 de Junio,19.593,1
6,PUNTO - 8,399.97,375.503,100.281,26 de Junio,19.593,1
6,PUNTO - 9,406.381,367.728,100.292,26 de Junio,19.593,1
6,PUNTO - 10,411.16,363.665,100.298,26 de Junio,19.593,1
6,PUNTO - 11,419.741,358.656,100.32,26 de Junio,19.593,1
6,PUNTO - 12,429.188,355.59,100.316,26 de Junio,19.593,1
6,PUNTO - 13,439.114,354.609,100.307,26 de Junio,19.593,1
6,PUNTO - 14,448.978,355.759,100.295,26 de Junio,19.593,1
6,PUNTO - 15,458.356,358.974,100.291,26 de Junio,19.593,1
6,PUNTO - 16,466.866,364.121,100.283,26 de Junio,19.593,1
6,PUNTO - 17,474.076,370.972,100.278,26 de Junio,19.593,1
6,PUNTO - 18,479.667,379.195,100.274,26 de Junio,19.593,1
6,PUNTO - 19,483.346,388.433,100.278,26 de Junio,19.593,1
6,PUNTO - 20,484.998,398.207,100.287,26 de Junio,19.593,1
6,PUNTO - 21,484.502,408.271,100.299,26 de Junio,19.593,1
6,PUNTO - 22,482.093,417.914,100.292,26 de Junio,19.593,1
6,PUNTO - 23,477.404,426.591,100.28,26 de Junio,19.593,1
6,PUNTO - 24,471.084,434.244,100.28,26 de Junio,19.593,1
6,PUNTO - 25,463.244,440.387,100.28,26 de Junio,19.593,1
6,PUNTO - 26,454.272,444.714,100.275,26 de Junio,19.593,1
6,PUNTO - 27,444.898,446.973,100.273,26 de Junio,19.593,1
6,PUNTO - 28,434.973,447.214,100.275,26 de Junio,19.593,1
6,PUNTO - 29,425.226,445.375,100.283,26 de Junio,19.593,1
6,PUNTO - 30,416.082,441.503,100.296,26 de Junio,19.593,1
7,PUNTO - 1 = 127º,410.573,437.929,100.308,09 Agosto,19.593,1
7,PUNTO - 2,403.364,431.076,100.319,09 Agosto,19.593,1
7,PUNTO - 3,397.764,422.844,100.325,09 Agosto,19.593,1
7,PUNTO - 4,394.06,413.626,100.328,09 Agosto,19.593,1
7,PUNTO - 5,392.385,403.846,100.325,09 Agosto,19.593,1
7,PUNTO - 6,392.841,393.925,100.304,09 Agosto,19.593,1
7,PUNTO - 7,395.41,384.332,100.287,09 Agosto,19.593,1
7,PUNTO - 8,399.97,375.502,100.281,09 Agosto,19.593,1
7,PUNTO - 9,406.382,367.727,100.291,09 Agosto,19.593,1
7,PUNTO - 10,411.161,363.665,100.298,09 Agosto,19.593,1
7,PUNTO - 11,419.741,358.656,100.319,09 Agosto,19.593,1
7,PUNTO - 12,429.184,355.587,100.315,09 Agosto,19.593,1
7,PUNTO - 13,439.112,354.607,100.306,09 Agosto,19.593,1
7,PUNTO - 14,448.976,355.756,100.294,09 Agosto,19.593,1
7,PUNTO - 15,458.353,358.972,100.29,09 Agosto,19.593,1
7,PUNTO - 16,466.864,364.119,100.282,09 Agosto,19.593,1
7,PUNTO - 17,474.075,370.972,100.279,09 Agosto,19.593,1
7,PUNTO - 18,479.665,379.193,100.275,09 Agosto,19.593,1
7,PUNTO - 19,483.344,388.43,100.279,09 Agosto,19.593,1
7,PUNTO - 20,484.996,398.203,100.288,09 Agosto,19.593,1
7,PUNTO - 21,484.501,408.268,100.3,09 Agosto,19.593,1
7,PUNTO - 22,482.091,417.914,100.292,09 Agosto,19.593,1
7,PUNTO - 23,477.403,426.592,100.281,09 Agosto,19.593,1
7,PUNTO - 24,471.083,434.241,100.282,09 Agosto,19.593,1
7,PUNTO - 25,463.244,440.384,100.282,09 Agosto,19.593,1
7,PUNTO - 26,454.271,444.711,100.277,09 Agosto,19.593,1
7,PUNTO - 27,444.897,446.969,100.275,09 Agosto,19.593,1
7,PUNTO - 28,434.973,447.211,100.276,09 Agosto,19.593,1
7,PUNTO - 29,425.226,445.374,100.285,09 Agosto,19.593,1
7,PUNTO - 30,416.081,441.5,100.298,09 Agosto,19.593,1
11,PUNTO - 1 = 127º,410.571,437.93,100.317,17 de Diciembre 2014,10.016,1
11,PUNTO - 2,403.361,431.076,100.328,17 de Diciembre 2014,10.016,1
11,PUNTO - 3,397.76,422.844,100.333,17 de Diciembre 2014,10.016,1
11,PUNTO - 4,394.056,413.626,100.339,17 de Diciembre 2014,10.016,1
11,PUNTO - 5,392.381,403.845,100.336,17 de Diciembre 2014,10.016,1
11,PUNTO - 6,392.835,393.922,100.313,17 de Diciembre 2014,10.016,1
11,PUNTO - 7,395.403,384.329,100.295,17 de Diciembre 2014,10.016,1
11,PUNTO - 8,399.963,375.499,100.289,17 de Diciembre 2014,10.016,1
11,PUNTO - 9,406.374,367.722,100.299,17 de Diciembre 2014,10.016,1
11,PUNTO - 10,411.153,363.66,100.307,17 de Diciembre 2014,10.016,1
11,PUNTO - 11,419.735,358.652,100.33,17 de Diciembre 2014,10.016,1
11,PUNTO - 12,429.182,355.582,100.326,17 de Diciembre 2014,10.016,1
11,PUNTO - 13,439.11,354.601,100.315,17 de Diciembre 2014,10.016,1
11,PUNTO - 14,448.975,355.751,100.304,17 de Diciembre 2014,10.016,1
11,PUNTO - 15,458.353,358.967,100.301,17 de Diciembre 2014,10.016,1
11,PUNTO - 16,466.864,364.113,100.293,17 de Diciembre 2014,10.016,1
11,PUNTO - 17,474.073,370.965,100.289,17 de Diciembre 2014,10.016,1
11,PUNTO - 18,479.664,379.188,100.284,17 de Diciembre 2014,10.016,1
11,PUNTO - 19,483.345,388.428,100.288,17 de Diciembre 2014,10.016,1
11,PUNTO - 20,484.996,398.2,100.298,17 de Diciembre 2014,10.016,1
11,PUNTO - 21,484.501,408.265,100.31,17 de Diciembre 2014,10.016,1
11,PUNTO - 22,482.093,417.91,100.3,17 de Diciembre 2014,10.016,1
11,PUNTO - 23,477.405,426.588,100.287,17 de Diciembre 2014,10.016,1
11,PUNTO - 24,471.085,434.241,100.288,17 de Diciembre 2014,10.016,1
11,PUNTO - 25,463.246,440.385,100.29,17 de Diciembre 2014,10.016,1
11,PUNTO - 26,454.272,444.712,100.285,17 de Diciembre 2014,10.016,1
11,PUNTO - 27,444.898,446.972,100.283,17 de Diciembre 2014,10.016,1
11,PUNTO - 28,434.972,447.211,100.284,17 de Diciembre 2014,10.016,1
11,PUNTO - 29,425.224,445.373,100.293,17 de Diciembre 2014,10.016,1
11,PUNTO - 30,416.079,441.501,100.306,17 de Diciembre 2014,10.016,1
13,PUNTO - 1 = 127º,410.572,437.928,100.311,19 NOVIEMBRE 2015,19.588,1
13,PUNTO - 2,403.362,431.074,100.322,19 NOVIEMBRE 2015,19.588,1
13,PUNTO - 3,397.762,422.842,100.329,19 NOVIEMBRE 2015,19.588,1
13,PUNTO - 4,394.058,413.624,100.331,19 NOVIEMBRE 2015,19.588,1
13,PUNTO - 5,392.381,403.843,100.329,19 NOVIEMBRE 2015,19.588,1
13,PUNTO - 6,392.836,393.92,100.305,19 NOVIEMBRE 2015,19.588,1
13,PUNTO - 7,395.405,384.327,100.291,19 NOVIEMBRE 2015,19.588,1
13,PUNTO - 8,399.965,375.497,100.282,19 NOVIEMBRE 2015,19.588,1
13,PUNTO - 9,406.377,367.721,100.293,19 NOVIEMBRE 2015,19.588,1
13,PUNTO - 10,411.156,363.659,100.301,19 NOVIEMBRE 2015,19.588,1
13,PUNTO - 11,419.738,358.652,100.323,19 NOVIEMBRE 2015,19.588,1
13,PUNTO - 12,429.185,355.582,100.32,19 NOVIEMBRE 2015,19.588,1
13,PUNTO - 13,439.112,354.601,100.311,19 NOVIEMBRE 2015,19.588,1
13,PUNTO - 14,448.976,355.75,100.297,19 NOVIEMBRE 2015,19.588,1
13,PUNTO - 15,458.354,358.965,100.293,19 NOVIEMBRE 2015,19.588,1
13,PUNTO - 16,466.865,364.112,100.285,19 NOVIEMBRE 2015,19.588,1
13,PUNTO - 17,474.076,370.963,100.28,19 NOVIEMBRE 2015,19.588,1
13,PUNTO - 18,479.664,379.186,100.283,19 NOVIEMBRE 2015,19.588,1
13,PUNTO - 19,483.345,388.426,100.28,19 NOVIEMBRE 2015,19.588,1
13,PUNTO - 20,484.996,398.199,100.289,19 NOVIEMBRE 2015,19.588,1
13,PUNTO - 21,484.5,408.263,100.301,19 NOVIEMBRE 2015,19.588,1
13,PUNTO - 22,482.092,417.909,100.293,19 NOVIEMBRE 2015,19.588,1
13,PUNTO - 23,477.405,426.588,100.281,19 NOVIEMBRE 2015,19.588,1
13,PUNTO - 24,471.084,434.238,100.279,19 NOVIEMBRE 2015,19.588,1
13,PUNTO - 25,463.244,440.382,100.279,19 NOVIEMBRE 2015,19.588,1
13,PUNTO - 26,454.271,444.709,100.275,19 NOVIEMBRE 2015,19.588,1
13,PUNTO - 27,444.896,446.968,100.274,19 NOVIEMBRE 2015,19.588,1
13,PUNTO - 28,434.972,447.209,100.275,19 NOVIEMBRE 2015,19.588,1
13,PUNTO - 29,425.225,445.371,100.284,19 NOVIEMBRE 2015,19.588,1
13,PUNTO - 30,416.08,441.499,100.297,19 NOVIEMBRE 2015,19.588,1
14,PUNTO - 1 = 127º,410.573,437.928,100.309,08 DICIEMBRE 2015,19.588,1
14,PUNTO - 2,403.363,431.074,100.321,08 DICIEMBRE 2015,19.588,1
14,PUNTO - 3,397.762,422.842,100.327,08 DICIEMBRE 2015,19.588,1
14,PUNTO - 4,394.058,413.624,100.33,08 DICIEMBRE 2015,19.588,1
14,PUNTO - 5,392.382,403.843,100.327,08 DICIEMBRE 2015,19.588,1
14,PUNTO - 6,392.838,393.921,100.305,08 DICIEMBRE 2015,19.588,1
14,PUNTO - 7,395.406,384.326,100.289,08 DICIEMBRE 2015,19.588,1
14,PUNTO - 8,399.966,375.497,100.281,08 DICIEMBRE 2015,19.588,1
14,PUNTO - 9,406.379,367.722,100.29,08 DICIEMBRE 2015,19.588,1
14,PUNTO - 10,411.158,363.661,100.297,08 DICIEMBRE 2015,19.588,1
14,PUNTO - 11,419.74,358.652,100.32,08 DICIEMBRE 2015,19.588,1
14,PUNTO - 12,429.185,355.582,100.317,08 DICIEMBRE 2015,19.588,1
14,PUNTO - 13,439.113,354.6,100.307,08 DICIEMBRE 2015,19.588,1
14,PUNTO - 14,448.977,355.749,100.295,08 DICIEMBRE 2015,19.588,1
14,PUNTO - 15,458.354,358.964,100.29,08 DICIEMBRE 2015,19.588,1
14,PUNTO - 16,466.865,364.111,100.282,08 DICIEMBRE 2015,19.588,1
14,PUNTO - 17,474.077,370.965,100.279,08 DICIEMBRE 2015,19.588,1
14,PUNTO - 18,479.663,379.185,100.281,08 DICIEMBRE 2015,19.588,1
14,PUNTO - 19,483.344,388.425,100.278,08 DICIEMBRE 2015,19.588,1
14,PUNTO - 20,484.995,398.198,100.287,08 DICIEMBRE 2015,19.588,1
14,PUNTO - 21,484.501,408.265,100.299,08 DICIEMBRE 2015,19.588,1
14,PUNTO - 22,482.093,417.909,100.291,08 DICIEMBRE 2015,19.588,1
14,PUNTO - 23,477.405,426.587,100.28,08 DICIEMBRE 2015,19.588,1
14,PUNTO - 24,471.083,434.238,100.28,08 DICIEMBRE 2015,19.588,1
14,PUNTO - 25,463.244,440.382,100.28,08 DICIEMBRE 2015,19.588,1
14,PUNTO - 26,454.271,444.709,100.274,08 DICIEMBRE 2015,19.588,1
14,PUNTO - 27,444.896,446.968,100.272,08 DICIEMBRE 2015,19.588,1
14,PUNTO - 28,434.976,447.21,100.274,08 DICIEMBRE 2015,19.588,1
14,PUNTO - 29,425.226,445.373,100.283,08 DICIEMBRE 2015,19.588,1
14,PUNTO - 30,416.081,441.499,100.296,08 DICIEMBRE 2015,19.588,1
19,PUNTO - 1 = 127º,410.576,437.928,100.31,15 DE MAYO 2019,19.5,1
19,PUNTO - 2,403.365,431.073,100.323,15 DE MAYO 2019,19.5,1
19,PUNTO - 3,397.764,422.841,100.33,15 DE MAYO 2019,19.5,1
19,PUNTO - 4,394.062,413.623,100.334,15 DE MAYO 2019,19.5,1
19,PUNTO - 5,392.384,403.842,100.33,15 DE MAYO 2019,19.5,1
19,PUNTO - 6,392.838,393.92,100.308,15 DE MAYO 2019,19.5,1
19,PUNTO - 7,395.405,384.325,100.289,15 DE MAYO 2019,19.5,1
19,PUNTO - 8,399.966,375.496,100.28,15 DE MAYO 2019,19.5,1
19,PUNTO - 9,406.378,367.72,100.294,15 DE MAYO 2019,19.5,1
19,PUNTO - 10,411.158,363.658,100.302,15 DE MAYO 2019,19.5,1
19,PUNTO - 11,419.74,358.652,100.325,15 DE MAYO 2019,19.5,1
19,PUNTO - 12,429.188,355.586,100.323,15 DE MAYO 2019,19.5,1
19,PUNTO - 13,439.116,354.607,100.314,15 DE MAYO 2019,19.5,1
19,PUNTO - 14,448.981,355.754,100.301,15 DE MAYO 2019,19.5,1
19,PUNTO - 15,458.358,358.969,100.295,15 DE MAYO 2019,19.5,1
19,PUNTO - 16,466.87,364.115,100.285,15 DE MAYO 2019,19.5,1
19,PUNTO - 17,474.082,370.966,100.281,15 DE MAYO 2019,19.5,1
19,PUNTO - 18,479.665,379.191,100.277,15 DE MAYO 2019,19.5,1
19,PUNTO - 19,483.347,388.432,100.281,15 DE MAYO 2019,19.5,1
19,PUNTO - 20,485.0,398.205,100.29,15 DE MAYO 2019,19.5,1
19,PUNTO - 21,484.504,408.27,100.302,15 DE MAYO 2019,19.5,1
19,PUNTO - 22,482.095,417.914,100.294,15 DE MAYO 2019,19.5,1
19,PUNTO - 23,477.407,426.593,100.283,15 DE MAYO 2019,19.5,1
19,PUNTO - 24,471.084,434.241,100.283,15 DE MAYO 2019,19.5,1
19,PUNTO - 25,463.243,440.384,100.283,15 DE MAYO 2019,19.5,1
19,PUNTO - 26,454.27,444.712,100.278,15 DE MAYO 2019,19.5,1
19,PUNTO - 27,444.895,446.972,100.276,15 DE MAYO 2019,19.5,1
19,PUNTO - 28,434.976,447.211,100.278,15 DE MAYO 2019,19.5,1
19,PUNTO - 29,425.228,445.373,100.287,15 DE MAYO 2019,19.5,1
19,PUNTO - 30,416.083,441.499,100.3,15 DE MAYO 2019,19.5,1
22,PUNTO - 1 = 127º,410.574,437.928,100.311,28 DE AGOSTO 2020,19.408,1
22,PUNTO - 2,403.363,431.074,100.323,28 DE AGOSTO 2020,19.408,1
22,PUNTO - 3,397.763,422.841,100.331,28 DE AGOSTO 2020,19.408,1
22,PUNTO - 4,394.06,413.622,100.335,28 DE AGOSTO 2020,19.408,1
22,PUNTO - 5,392.384,403.842,100.331,28 DE AGOSTO 2020,19.408,1
22,PUNTO - 6,392.837,393.92,100.309,28 DE AGOSTO 2020,19.408,1
22,PUNTO - 7,395.404,384.325,100.289,28 DE AGOSTO 2020,19.408,1
22,PUNTO - 8,399.964,375.495,100.281,28 DE AGOSTO 2020,19.408,1
22,PUNTO - 9,406.376,367.719,100.294,28 DE AGOSTO 2020,19.408,1
22,PUNTO - 10,411.156,363.658,100.302,28 DE AGOSTO 2020,19.408,1
22,PUNTO - 11,419.738,358.65,100.325,28 DE AGOSTO 2020,19.408,1
22,PUNTO - 12,429.186,355.584,100.323,28 DE AGOSTO 2020,19.408,1
22,PUNTO - 13,439.113,354.603,100.314,28 DE AGOSTO 2020,19.408,1
22,PUNTO - 14,448.978,355.751,100.3,28 DE AGOSTO 2020,19.408,1
22,PUNTO - 15,458.356,358.966,100.295,28 DE AGOSTO 2020,19.408,1
22,PUNTO - 16,466.867,364.111,100.285,28 DE AGOSTO 2020,19.408,1
22,PUNTO - 17,474.078,370.963,100.279,28 DE AGOSTO 2020,19.408,1
22,PUNTO - 18,479.667,379.187,100.275,28 DE AGOSTO 2020,19.408,1
22,PUNTO - 19,483.348,388.426,100.279,28 DE AGOSTO 2020,19.408,1
22,PUNTO - 20,485.0,398.201,100.288,28 DE AGOSTO 2020,19.408,1
22,PUNTO - 21,484.503,408.264,100.3,28 DE AGOSTO 2020,19.408,1
22,PUNTO - 22,482.095,417.909,100.292,28 DE AGOSTO 2020,19.408,1
22,PUNTO - 23,477.406,426.587,100.281,28 DE AGOSTO 2020,19.408,1
22,PUNTO - 24,471.085,434.237,100.28,28 DE AGOSTO 2020,19.408,1
22,PUNTO - 25,463.245,440.381,100.282,28 DE AGOSTO 2020,19.408,1
22,PUNTO - 26,454.271,444.709,100.275,28 DE AGOSTO 2020,19.408,1
22,PUNTO - 27,444.897,446.968,100.274,28 DE AGOSTO 2020,19.408,1
22,PUNTO - 28,434.974,447.211,100.276,28 DE AGOSTO 2020,19.408,1
22,PUNTO - 29,425.226,445.372,100.285,28 DE AGOSTO 2020,19.408,1
22,PUNTO - 30,416.081,441.499,100.299,28 DE AGOSTO 2020,19.408,1
24,PUNTO - 1 = 127º,410.572,437.924,100.315,15 de Diciembre 2020,13.23,1
24,PUNTO - 2,403.362,431.07,100.328,15 de Diciembre 2020,13.23,1
24,PUNTO - 3,397.76,422.837,100.336,15 de Diciembre 2020,13.23,1
24,PUNTO - 4,394.056,413.619,100.339,15 de Diciembre 2020,13.23,1
24,PUNTO - 5,392.38,403.838,100.337,15 de Diciembre 2020,13.23,1
24,PUNTO - 6,392.832,393.916,100.302,15 de Diciembre 2020,13.23,1
24,PUNTO - 7,395.399,384.321,100.291,15 de Diciembre 2020,13.23,1
24,PUNTO - 8,399.959,375.49,100.283,15 de Diciembre 2020,13.23,1
24,PUNTO - 9,406.37,367.715,100.296,15 de Diciembre 2020,13.23,1
24,PUNTO - 10,411.15,363.653,100.305,15 de Diciembre 2020,13.23,1
24,PUNTO - 11,419.733,358.647,100.33,15 de Diciembre 2020,13.23,1
24,PUNTO - 12,429.182,355.577,100.327,15 de Diciembre 2020,13.23,1
24,PUNTO - 13,439.11,354.597,100.317,15 de Diciembre 2020,13.23,1
24,PUNTO - 14,448.973,355.746,100.303,15 de Diciembre 2020,13.23,1
24,PUNTO - 15,458.352,358.961,100.299,15 de Diciembre 2020,13.23,1
24,PUNTO - 16,466.864,364.108,100.29,15 de Diciembre 2020,13.23,1
24,PUNTO - 17,474.075,370.96,100.285,15 de Diciembre 2020,13.23,1
24,PUNTO - 18,479.666,379.182,100.28,15 de Diciembre 2020,13.23,1
24,PUNTO - 19,483.346,388.422,100.285,15 de Diciembre 2020,13.23,1
24,PUNTO - 20,484.999,398.196,100.295,15 de Diciembre 2020,13.23,1
24,PUNTO - 21,484.502,408.26,100.306,15 de Diciembre 2020,13.23,1
24,PUNTO - 22,482.093,417.904,100.297,15 de Diciembre 2020,13.23,1
24,PUNTO - 23,477.405,426.582,100.284,15 de Diciembre 2020,13.23,1
24,PUNTO - 24,471.083,434.235,100.284,15 de Diciembre 2020,13.23,1
24,PUNTO - 25,463.242,440.378,100.285,15 de Diciembre 2020,13.23,1
24,PUNTO - 26,454.268,444.707,100.28,15 de Diciembre 2020,13.23,1
24,PUNTO - 27,444.894,446.967,100.278,15 de Diciembre 2020,13.23,1
24,PUNTO - 28,434.973,447.206,100.28,15 de Diciembre 2020,13.23,1
24,PUNTO - 29,425.226,445.369,100.289,15 de Diciembre 2020,13.23,1
24,PUNTO - 30,416.08,441.495,100.304,15 de Diciembre 2020,13.23,1
25,PUNTO - 1 = 127º,410.575,437.928,100.313,31 Julio 2021,18.155,1
25,PUNTO - 2,403.364,431.074,100.326,31 Julio 2021,18.155,1
25,PUNTO - 3,397.764,422.842,100.334,31 Julio 2021,18.155,1
25,PUNTO - 4,394.06,413.623,100.338,31 Julio 2021,18.155,1
25,PUNTO - 5,392.382,403.842,100.333,31 Julio 2021,18.155,1
25,PUNTO - 6,392.837,393.921,100.31,31 Julio 2021,18.155,1
25,PUNTO - 7,395.405,384.326,100.29,31 Julio 2021,18.155,1
25,PUNTO - 8,399.965,375.496,100.282,31 Julio 2021,18.155,1
