Monitoreo,Nombre_punto,Norte,Este,Elevacion,Fecha,Altura_tanque,Nivel_tanque
21,PUNTO - 29,425.224,445.373,100.297,03 DE JULIO 2020,4.538,0
21,PUNTO - 30,416.08,441.5,100.31,03 DE JULIO 2020,4.538,0
23,PUNTO - 1 = 127º,410.572,437.927,100.321,02 SEPT. 2020,2.723,0
23,PUNTO - 2,403.361,431.073,100.333,02 SEPT. 2020,2.723,0
23,PUNTO - 3,397.76,422.84,100.34,02 SEPT. 2020,2.723,0
23,PUNTO - 4,394.056,413.622,100.346,02 SEPT. 2020,2.723,0
23,PUNTO - 5,392.378,403.84,100.342,02 SEPT. 2020,2.723,0
23,PUNTO - 6,392.833,393.918,100.318,02 SEPT. 2020,2.723,0
23,PUNTO - 7,395.4,384.324,100.299,02 SEPT. 2020,2.723,0
23,PUNTO - 8,399.96,375.494,100.29,02 SEPT. 2020,2.723,0
23,PUNTO - 9,406.371,367.716,100.307,02 SEPT. 2020,2.723,0
23,PUNTO - 10,411.152,363.655,100.316,02 SEPT. 2020,2.723,0
23,PUNTO - 11,419.734,358.647,100.34,02 SEPT. 2020,2.723,0
23,PUNTO - 12,429.185,355.579,100.337,02 SEPT. 2020,2.723,0
23,PUNTO - 13,439.112,354.597,100.327,02 SEPT. 2020,2.723,0
23,PUNTO - 14,448.977,355.747,100.315,02 SEPT. 2020,2.723,0
23,PUNTO - 15,458.356,358.962,100.31,02 SEPT. 2020,2.723,0
23,PUNTO - 16,466.868,364.109,100.301,02 SEPT. 2020,2.723,0
23,PUNTO - 17,474.079,370.959,100.295,02 SEPT. 2020,2.723,0
23,PUNTO - 18,479.668,379.184,100.29,02 SEPT. 2020,2.723,0
23,PUNTO - 19,483.349,388.425,100.295,02 SEPT. 2020,2.723,0
23,PUNTO - 20,485.001,398.198,100.304,02 SEPT. 2020,2.723,0
23,PUNTO - 21,484.507,408.264,100.316,02 SEPT. 2020,2.723,0
23,PUNTO - 22,482.098,417.909,100.306,02 SEPT. 2020,2.723,0
23,PUNTO - 23,477.409,426.588,100.291,02 SEPT. 2020,2.723,0
23,PUNTO - 24,471.088,434.238,100.291,02 SEPT. 2020,2.723,0
23,PUNTO - 25,463.248,440.382,100.293,02 SEPT. 2020,2.723,0
23,PUNTO - 26,454.274,444.711,100.288,02 SEPT. 2020,2.723,0
23,PUNTO - 27,444.898,446.97,100.286,02 SEPT. 2020,2.723,0
23,PUNTO - 28,434.974,447.21,100.288,02 SEPT. 2020,2.723,0
23,PUNTO - 29,425.226,445.373,100.297,02 SEPT. 2020,2.723,0
23,PUNTO - 30,416.08,441.498,100.309,02 SEPT. 2020,2.723,0
24,PUNTO - 1 = 127º,410.57,437.925,100.322,18 Diciembre 2020,2.685,0
24,PUNTO - 2,403.36,431.071,100.333,18 Diciembre 2020,2.685,0
24,PUNTO - 3,397.758,422.838,100.341,18 Diciembre 2020,2.685,0
24,PUNTO - 4,394.055,413.619,100.346,18 Diciembre 2020,2.685,0
24,PUNTO - 5,392.378,403.838,100.343,18 Diciembre 2020,2.685,0
24,PUNTO - 6,392.831,393.916,100.32,18 Diciembre 2020,2.685,0
24,PUNTO - 7,395.397,384.321,100.3,18 Diciembre 2020,2.685,0
24,PUNTO - 8,399.958,375.491,100.292,18 Diciembre 2020,2.685,0
24,PUNTO - 9,406.369,367.714,100.304,18 Diciembre 2020,2.685,0
24,PUNTO - 10,411.15,363.653,100.313,18 Diciembre 2020,2.685,0
24,PUNTO - 11,419.732,358.645,100.337,18 Diciembre 2020,2.685,0
24,PUNTO - 12,429.18,355.577,100.334,18 Diciembre 2020,2.685,0
24,PUNTO - 13,439.108,354.596,100.324,18 Diciembre 2020,2.685,0
24,PUNTO - 14,448.973,355.745,100.312,18 Diciembre 2020,2.685,0
24,PUNTO - 15,458.351,358.961,100.307,18 Diciembre 2020,2.685,0
24,PUNTO - 16,466.863,364.108,100.297,18 Diciembre 2020,2.685,0
24,PUNTO - 17,474.073,370.958,100.292,18 Diciembre 2020,2.685,0
24,PUNTO - 18,479.663,379.183,100.288,18 Diciembre 2020,2.685,0
24,PUNTO - 19,483.344,388.423,100.292,18 Diciembre 2020,2.685,0
24,PUNTO - 20,484.999,398.196,100.302,18 Diciembre 2020,2.685,0
24,PUNTO - 21,484.503,408.261,100.313,18 Diciembre 2020,2.685,0
24,PUNTO - 22,482.093,417.906,100.302,18 Diciembre 2020,2.685,0
24,PUNTO - 23,477.405,426.584,100.289,18 Diciembre 2020,2.685,0
24,PUNTO - 24,471.083,434.235,100.288,18 Diciembre 2020,2.685,0
24,PUNTO - 25,463.242,440.379,100.289,18 Diciembre 2020,2.685,0
24,PUNTO - 26,454.268,444.708,100.281,18 Diciembre 2020,2.685,0
24,PUNTO - 27,444.893,446.968,100.282,18 Diciembre 2020,2.685,0
24,PUNTO - 28,434.973,447.208,100.284,18 Diciembre 2020,2.685,0
24,PUNTO - 29,425.225,445.37,100.294,18 Diciembre 2020,2.685,0
24,PUNTO - 30,416.079,441.496,100.308,18 Diciembre 2020,2.685,0
25,PUNTO - 1 = 127º,410.574,437.929,100.324,02 Agosto 2021,2.289,0
25,PUNTO - 2,403.363,431.075,100.336,02 Agosto 2021,2.289,0
25,PUNTO - 3,397.762,422.842,100.344,02 Agosto 2021,2.289,0
25,PUNTO - 4,394.058,413.623,100.347,02 Agosto 2021,2.289,0
25,PUNTO - 5,392.38,403.842,100.346,02 Agosto 2021,2.289,0
25,PUNTO - 6,392.835,393.92,100.321,02 Agosto 2021,2.289,0
25,PUNTO - 7,395.402,384.324,100.3,02 Agosto 2021,2.289,0
25,PUNTO - 8,399.962,375.494,100.294,02 Agosto 2021,2.289,0
25,PUNTO - 9,406.373,367.717,100.307,02 Agosto 2021,2.289,0
25,PUNTO - 10,411.154,363.656,100.317,02 Agosto 2021,2.289,0
25,PUNTO - 11,419.736,358.649,100.341,02 Agosto 2021,2.289,0
25,PUNTO - 12,429.184,355.584,100.339,02 Agosto 2021,2.289,0
25,PUNTO - 13,439.112,354.604,100.329,02 Agosto 2021,2.289,0
25,PUNTO - 14,448.977,355.753,100.317,02 Agosto 2021,2.289,0
25,PUNTO - 15,458.356,358.968,100.311,02 Agosto 2021,2.289,0
25,PUNTO - 16,466.868,364.113,100.301,02 Agosto 2021,2.289,0
25,PUNTO - 17,474.079,370.963,100.296,02 Agosto 2021,2.289,0
25,PUNTO - 18,479.667,379.191,100.291,02 Agosto 2021,2.289,0
25,PUNTO - 19,483.348,388.431,100.295,02 Agosto 2021,2.289,0
25,PUNTO - 20,485.002,398.205,100.306,02 Agosto 2021,2.289,0
25,PUNTO - 21,484.504,408.27,100.317,02 Agosto 2021,2.289,0
25,PUNTO - 22,482.097,417.915,100.306,02 Agosto 2021,2.289,0
25,PUNTO - 23,477.408,426.594,100.291,02 Agosto 2021,2.289,0
25,PUNTO - 24,471.085,434.244,100.29,02 Agosto 2021,2.289,0
25,PUNTO - 25,463.244,440.389,100.292,02 Agosto 2021,2.289,0
25,PUNTO - 26,454.27,444.717,100.287,02 Agosto 2021,2.289,0
25,PUNTO - 27,444.895,446.977,100.285,02 Agosto 2021,2.289,0
25,PUNTO - 28,434.976,447.213,100.286,02 Agosto 2021,2.289,0
25,PUNTO - 29,425.227,445.374,100.296,02 Agosto 2021,2.289,0
25,PUNTO - 30,416.081,441.5,100.311,02 Agosto 2021,2.289,0
26,PUNTO - 1 = 127º,410.573,437.932,100.321,05 de Abril 2022,2.765,0
26,PUNTO - 2,403.363,431.077,100.336,05 de Abril 2022,2.765,0
26,PUNTO - 3,397.762,422.845,100.343,05 de Abril 2022,2.765,0
26,PUNTO - 4,394.059,413.625,100.348,05 de Abril 2022,2.765,0
26,PUNTO - 5,392.382,403.844,100.346,05 de Abril 2022,2.765,0
26,PUNTO - 6,392.834,393.921,100.319,05 de Abril 2022,2.765,0
26,PUNTO - 7,395.401,384.325,100.299,05 de Abril 2022,2.765,0
26,PUNTO - 8,399.962,375.495,100.29,05 de Abril 2022,2.765,0
26,PUNTO - 9,406.372,367.718,100.305,05 de Abril 2022,2.765,0
26,PUNTO - 10,411.154,363.657,100.315,05 de Abril 2022,2.765,0
26,PUNTO - 11,419.736,358.65,100.34,05 de Abril 2022,2.765,0
26,PUNTO - 12,429.183,355.581,100.338,05 de Abril 2022,2.765,0
26,PUNTO - 13,439.11,354.601,100.328,05 de Abril 2022,2.765,0
26,PUNTO - 14,448.976,355.75,100.316,05 de Abril 2022,2.765,0
26,PUNTO - 15,458.355,358.966,100.31,05 de Abril 2022,2.765,0
26,PUNTO - 16,466.868,364.112,100.299,05 de Abril 2022,2.765,0
26,PUNTO - 17,474.078,370.964,100.293,05 de Abril 2022,2.765,0
26,PUNTO - 18,479.667,379.188,100.288,05 de Abril 2022,2.765,0
26,PUNTO - 19,483.349,388.426,100.293,05 de Abril 2022,2.765,0
26,PUNTO - 20,485.001,398.2,100.304,05 de Abril 2022,2.765,0
26,PUNTO - 21,484.505,408.264,100.315,05 de Abril 2022,2.765,0
26,PUNTO - 22,482.094,417.909,100.303,05 de Abril 2022,2.765,0
26,PUNTO - 23,477.407,426.59,100.289,05 de Abril 2022,2.765,0
26,PUNTO - 24,471.087,434.241,100.289,05 de Abril 2022,2.765,0
26,PUNTO - 25,463.247,440.385,100.291,05 de Abril 2022,2.765,0
26,PUNTO - 26,454.273,444.714,100.287,05 de Abril 2022,2.765,0
26,PUNTO - 27,444.898,446.973,100.284,05 de Abril 2022,2.765,0
26,PUNTO - 28,434.975,447.216,100.285,05 de Abril 2022,2.765,0
26,PUNTO - 29,425.227,445.377,100.294,05 de Abril 2022,2.765,0
26,PUNTO - 30,416.081,441.504,100.309,05 de Abril 2022,2.765,0
27,PUNTO - 1 = 127º,410.574,437.931,100.32,28 de Julio 2022,2.709,0
27,PUNTO - 2,403.363,431.077,100.334,28 de Julio 2022,2.709,0
27,PUNTO - 3,397.763,422.844,100.342,28 de Julio 2022,2.709,0
27,PUNTO - 4,394.058,413.623,100.346,28 de Julio 2022,2.709,0
27,PUNTO - 5,392.381,403.843,100.344,28 de Julio 2022,2.709,0
27,PUNTO - 6,392.838,393.922,100.296,28 de Julio 2022,2.709,0
27,PUNTO - 7,395.406,384.328,100.296,28 de Julio 2022,2.709,0
27,PUNTO - 8,399.967,375.497,100.287,28 de Julio 2022,2.709,0
27,PUNTO - 9,406.377,367.723,100.302,28 de Julio 2022,2.709,0
27,PUNTO - 10,411.158,363.662,100.311,28 de Julio 2022,2.709,0
27,PUNTO - 11,419.739,358.652,100.338,28 de Julio 2022,2.709,0
27,PUNTO - 12,429.189,355.585,100.334,28 de Julio 2022,2.709,0
27,PUNTO - 13,439.117,354.604,100.324,28 de Julio 2022,2.709,0
27,PUNTO - 14,448.982,355.753,100.312,28 de Julio 2022,2.709,0
27,PUNTO - 15,458.361,358.968,100.307,28 de Julio 2022,2.709,0
27,PUNTO - 16,466.872,364.112,100.296,28 de Julio 2022,2.709,0
27,PUNTO - 17,474.084,370.967,100.291,28 de Julio 2022,2.709,0
27,PUNTO - 18,479.672,379.188,100.287,28 de Julio 2022,2.709,0
27,PUNTO - 19,483.353,388.429,100.292,28 de Julio 2022,2.709,0
27,PUNTO - 20,485.007,398.202,100.302,28 de Julio 2022,2.709,0
27,PUNTO - 21,484.511,408.266,100.313,28 de Julio 2022,2.709,0
27,PUNTO - 22,482.102,417.914,100.301,28 de Julio 2022,2.709,0
27,PUNTO - 23,477.413,426.592,100.287,28 de Julio 2022,2.709,0
27,PUNTO - 24,471.092,434.246,100.287,28 de Julio 2022,2.709,0
27,PUNTO - 25,463.253,440.391,100.288,28 de Julio 2022,2.709,0
27,PUNTO - 26,454.278,444.72,100.284,28 de Julio 2022,2.709,0
27,PUNTO - 27,444.904,446.979,100.281,28 de Julio 2022,2.709,0
27,PUNTO - 28,434.976,447.212,100.283,28 de Julio 2022,2.709,0
27,PUNTO - 29,425.228,445.375,100.292,28 de Julio 2022,2.709,0
27,PUNTO - 30,416.082,441.502,100.307,28 de Julio 2022,2.709,0
28,PUNTO - 1 = 127º,410.577,437.922,100.319,16 de Marzo 2023,2.923,0
28,PUNTO - 2,403.366,431.069,100.322,16 de Marzo 2023,2.923,0
28,PUNTO - 3,397.765,422.837,100.34,16 de Marzo 2023,2.923,0
28,PUNTO - 4,394.063,413.618,100.345,16 de Marzo 2023,2.923,0
28,PUNTO - 5,392.386,403.838,100.341,16 de Marzo 2023,2.923,0
28,PUNTO - 6,392.837,393.916,100.317,16 de Marzo 2023,2.923,0
28,PUNTO - 7,395.403,384.321,100.295,16 de Marzo 2023,2.923,0
28,PUNTO - 8,399.962,375.492,100.301,16 de Marzo 2023,2.923,0
28,PUNTO - 9,406.375,367.714,100.31,16 de Marzo 2023,2.923,0
28,PUNTO - 10,411.154,363.653,100.299,16 de Marzo 2023,2.923,0
28,PUNTO - 11,419.736,358.646,100.335,16 de Marzo 2023,2.923,0
28,PUNTO - 12,429.186,355.578,100.333,16 de Marzo 2023,2.923,0
28,PUNTO - 13,439.111,354.598,100.323,16 de Marzo 2023,2.923,0
28,PUNTO - 14,448.977,355.744,100.311,16 de Marzo 2023,2.923,0
28,PUNTO - 15,458.355,358.959,100.306,16 de Marzo 2023,2.923,0
28,PUNTO - 16,466.867,364.105,100.296,16 de Marzo 2023,2.923,0
28,PUNTO - 17,474.075,370.959,100.293,16 de Marzo 2023,2.923,0
28,PUNTO - 18,479.667,379.183,100.289,16 de Marzo 2023,2.923,0
28,PUNTO - 19,483.349,388.424,100.294,16 de Marzo 2023,2.923,0
28,PUNTO - 20,485.002,398.197,100.302,16 de Marzo 2023,2.923,0
28,PUNTO - 21,484.51,408.261,100.326,16 de Marzo 2023,2.923,0
28,PUNTO - 22,482.101,417.906,100.3,16 de Marzo 2023,2.923,0
28,PUNTO - 23,477.414,426.584,100.287,16 de Marzo 2023,2.923,0
28,PUNTO - 24,471.089,434.232,100.286,16 de Marzo 2023,2.923,0
28,PUNTO - 25,463.249,440.377,100.288,16 de Marzo 2023,2.923,0
28,PUNTO - 26,454.277,444.706,100.284,16 de Marzo 2023,2.923,0
28,PUNTO - 27,444.902,446.968,100.281,16 de Marzo 2023,2.923,0
28,PUNTO - 28,434.979,447.202,100.282,16 de Marzo 2023,2.923,0
28,PUNTO - 29,425.23,445.364,100.292,16 de Marzo 2023,2.923,0
28,PUNTO - 30,416.085,441.492,100.306,16 de Marzo 2023,2.923,0
31,PUNTO - 1 = 127º,410.571,437.932,100.323,16 de Marzo 2024,2.738,0
31,PUNTO - 2,403.36,431.076,100.337,16 de Marzo 2024,2.738,0
31,PUNTO - 3,397.762,422.842,100.345,16 de Marzo 2024,2.738,0
31,PUNTO - 4,394.059,413.623,100.349,16 de Marzo 2024,2.738,0
31,PUNTO - 5,392.382,403.841,100.346,16 de Marzo 2024,2.738,0
31,PUNTO - 6,392.837,393.921,100.32,16 de Marzo 2024,2.738,0
31,PUNTO - 7,395.404,384.321,100.299,16 de Marzo 2024,2.738,0
31,PUNTO - 8,399.964,375.489,100.292,16 de Marzo 2024,2.738,0
31,PUNTO - 9,406.375,367.712,100.307,16 de Marzo 2024,2.738,0
31,PUNTO - 10,411.155,363.649,100.316,16 de Marzo 2024,2.738,0
31,PUNTO - 11,419.738,358.642,100.341,16 de Marzo 2024,2.738,0
31,PUNTO - 12,429.189,355.578,100.338,16 de Marzo 2024,2.738,0
31,PUNTO - 13,439.117,354.597,100.329,16 de Marzo 2024,2.738,0
31,PUNTO - 14,448.98,355.746,100.318,16 de Marzo 2024,2.738,0
31,PUNTO - 15,458.359,358.962,100.312,16 de Marzo 2024,2.738,0
31,PUNTO - 16,466.872,364.108,100.303,16 de Marzo 2024,2.738,0
31,PUNTO - 17,474.076,370.958,100.297,16 de Marzo 2024,2.738,0
31,PUNTO - 18,479.675,379.188,100.294,16 de Marzo 2024,2.738,0
31,PUNTO - 19,483.351,388.427,100.297,16 de Marzo 2024,2.738,0
31,PUNTO - 20,485.008,398.2,100.306,16 de Marzo 2024,2.738,0
31,PUNTO - 21,484.512,408.264,100.316,16 de Marzo 2024,2.738,0
31,PUNTO - 22,482.101,417.91,100.304,16 de Marzo 2024,2.738,0
31,PUNTO - 23,477.413,426.588,100.292,16 de Marzo 2024,2.738,0
31,PUNTO - 24,471.093,434.242,100.289,16 de Marzo 2024,2.738,0
31,PUNTO - 25,463.252,440.387,100.291,16 de Marzo 2024,2.738,0
31,PUNTO - 26,454.279,444.715,100.285,16 de Marzo 2024,2.738,0
31,PUNTO - 27,444.903,446.976,100.283,16 de Marzo 2024,2.738,0
31,PUNTO - 28,434.979,447.22,100.285,16 de Marzo 2024,2.738,0
31,PUNTO - 29,425.23,445.378,100.295,16 de Marzo 2024,2.738,0
31,PUNTO - 30,416.0768,441.507,100.309,16 de Marzo 2024,2.738,0
32,PUNTO - 1 = 127º,410.575,437.934,100.323,10 DE FEBRERO 2025,2.604,0
32,PUNTO - 2,403.365,431.079,100.337,10 DE FEBRERO 2025,2.604,0
32,PUNTO - 3,397.763,422.846,100.344,10 DE FEBRERO 2025,2.604,0
32,PUNTO - 4,394.06,413.627,100.349,10 DE FEBRERO 2025,2.604,0
32,PUNTO - 5,392.384,403.845,100.346,10 DE FEBRERO 2025,2.604,0
32,PUNTO - 6,392.835,393.92,100.32,10 DE FEBRERO 2025,2.604,0
32,PUNTO - 7,395.402,384.325,100.299,10 DE FEBRERO 2025,2.604,0
32,PUNTO - 8,399.963,375.495,100.292,10 DE FEBRERO 2025,2.604,0
32,PUNTO - 9,406.375,367.719,100.306,10 DE FEBRERO 2025,2.604,0
32,PUNTO - 10,411.155,363.656,100.315,10 DE FEBRERO 2025,2.604,0
32,PUNTO - 11,419.738,358.649,100.34,10 DE FEBRERO 2025,2.604,0
32,PUNTO - 12,429.189,355.586,100.337,10 DE FEBRERO 2025,2.604,0
32,PUNTO - 13,439.115,354.607,100.328,10 DE FEBRERO 2025,2.604,0
32,PUNTO - 14,448.981,355.757,100.317,10 DE FEBRERO 2025,2.604,0
32,PUNTO - 15,458.359,358.972,100.312,10 DE FEBRERO 2025,2.604,0
32,PUNTO - 16,466.874,364.116,100.303,10 DE FEBRERO 2025,2.604,0
32,PUNTO - 17,474.086,370.966,100.298,10 DE FEBRERO 2025,2.604,0
32,PUNTO - 18,479.665,379.196,100.294,10 DE FEBRERO 2025,2.604,0
32,PUNTO - 19,483.346,388.435,100.298,10 DE FEBRERO 2025,2.604,0
32,PUNTO - 20,485.001,398.208,100.307,10 DE FEBRERO 2025,2.604,0
32,PUNTO - 21,484.505,408.273,100.317,10 DE FEBRERO 2025,2.604,0
32,PUNTO - 22,482.096,417.919,100.304,10 DE FEBRERO 2025,2.604,0
32,PUNTO - 23,477.407,426.598,100.291,10 DE FEBRERO 2025,2.604,0
32,PUNTO - 24,471.086,434.246,100.289,10 DE FEBRERO 2025,2.604,0
32,PUNTO - 25,463.245,440.39,100.291,10 DE FEBRERO 2025,2.604,0
32,PUNTO - 26,454.271,444.719,100.285,10 DE FEBRERO 2025,2.604,0
32,PUNTO - 27,444.896,446.977,100.282,10 DE FEBRERO 2025,2.604,0
32,PUNTO - 28,434.977,447.22,100.284,10 DE FEBRERO 2025,2.604,0
32,PUNTO - 29,425.229,445.38,100.294,10 DE FEBRERO 2025,2.604,0
32,PUNTO - 30,416.083,441.506,100.309,10 DE FEBRERO 2025,2.604,0
34,PUNTO - 1 = 127º,410.572,437.929,100.321,14 DE AGOSTO 2025,2.704,0
34,PUNTO - 2,403.362,431.075,100.335,14 DE AGOSTO 2025,2.704,0
34,PUNTO - 3,397.76,422.842,100.344,14 DE AGOSTO 2025,2.704,0
34,PUNTO - 4,394.056,413.622,100.348,14 DE AGOSTO 2025,2.704,0
34,PUNTO - 5,392.379,403.841,100.344,14 DE AGOSTO 2025,2.704,0
34,PUNTO - 6,392.832,393.919,100.319,14 DE AGOSTO 2025,2.704,0
34,PUNTO - 7,395.399,384.324,100.298,14 DE AGOSTO 2025,2.704,0
34,PUNTO - 8,399.959,375.492,100.291,14 DE AGOSTO 2025,2.704,0
34,PUNTO - 9,406.37,367.715,100.304,14 DE AGOSTO 2025,2.704,0
34,PUNTO - 10,411.152,363.655,100.313,14 DE AGOSTO 2025,2.704,0
34,PUNTO - 11,419.734,358.647,100.339,14 DE AGOSTO 2025,2.704,0
34,PUNTO - 12,429.183,355.578,100.336,14 DE AGOSTO 2025,2.704,0
34,PUNTO - 13,439.113,354.599,100.327,14 DE AGOSTO 2025,2.704,0
34,PUNTO - 14,448.976,355.746,100.316,14 DE AGOSTO 2025,2.704,0
34,PUNTO - 15,458.355,358.962,100.311,14 DE AGOSTO 2025,2.704,0
34,PUNTO - 16,466.867,364.106,100.321,14 DE AGOSTO 2025,2.704,0
34,PUNTO - 17,474.079,370.962,100.295,14 DE AGOSTO 2025,2.704,0
34,PUNTO - 18,479.665,379.184,100.292,14 DE AGOSTO 2025,2.704,0
34,PUNTO - 19,483.348,388.424,100.296,14 DE AGOSTO 2025,2.704,0
34,PUNTO - 20,484.998,398.197,100.305,14 DE AGOSTO 2025,2.704,0
34,PUNTO - 21,484.504,408.263,100.315,14 DE AGOSTO 2025,2.704,0
34,PUNTO - 22,482.096,417.907,100.302,14 DE AGOSTO 2025,2.704,0
34,PUNTO - 23,477.408,426.587,100.288,14 DE AGOSTO 2025,2.704,0
34,PUNTO - 24,471.088,434.238,100.288,14 DE AGOSTO 2025,2.704,0
34,PUNTO - 25,463.248,440.382,100.289,14 DE AGOSTO 2025,2.704,0
34,PUNTO - 26,454.274,444.711,100.284,14 DE AGOSTO 2025,2.704,0
34,PUNTO - 27,444.898,446.972,100.281,14 DE AGOSTO 2025,2.704,0
34,PUNTO - 28,434.975,447.212,100.283,14 DE AGOSTO 2025,2.704,0
34,PUNTO - 29,425.226,445.373,100.293,14 DE AGOSTO 2025,2.704,0
34,PUNTO - 30,416.08,441.5,100.308,14 DE AGOSTO 2025,2.704,0
35,PUNTO - 1 = 127º,410.574,437.931,100.323,10 DE MARZO 2026,2.733,0
35,PUNTO - 2,403.364,431.077,100.335,10 DE MARZO 2026,2.733,0
35,PUNTO - 3,397.762,422.844,100.345,10 DE MARZO 2026,2.733,0
35,PUNTO - 4,394.06,413.624,100.348,10 DE MARZO 2026,2.733,0
35,PUNTO - 5,392.382,403.843,100.344,10 DE MARZO 2026,2.733,0
35,PUNTO - 6,392.835,393.919,100.318,10 DE MARZO 2026,2.733,0
35,PUNTO - 7,395.402,384.324,100.296,10 DE MARZO 2026,2.733,0
35,PUNTO - 8,399.962,375.493,100.289,10 DE MARZO 2026,2.733,0
35,PUNTO - 9,406.374,367.717,100.301,10 DE MARZO 2026,2.733,0
35,PUNTO - 10,411.155,363.657,100.316,10 DE MARZO 2026,2.733,0
35,PUNTO - 11,419.74,358.652,100.341,10 DE MARZO 2026,2.733,0
35,PUNTO - 12,429.186,355.583,100.339,10 DE MARZO 2026,2.733,0
35,PUNTO - 13,439.114,354.602,100.33,10 DE MARZO 2026,2.733,0
35,PUNTO - 14,448.978,355.753,100.32,10 DE MARZO 2026,2.733,0
35,PUNTO - 15,458.356,358.969,100.315,10 DE MARZO 2026,2.733,0
35,PUNTO - 16,466.869,364.114,100.305,10 DE MARZO 2026,2.733,0
35,PUNTO - 17,474.08,370.965,100.3,10 DE MARZO 2026,2.733,0
35,PUNTO - 18,479.667,379.193,100.296,10 DE MARZO 2026,2.733,0
35,PUNTO - 19,483.348,388.431,100.3,10 DE MARZO 2026,2.733,0
35,PUNTO - 20,485.002,398.206,100.309,10 DE MARZO 2026,2.733,0
35,PUNTO - 21,484.507,408.27,100.318,10 DE MARZO 2026,2.733,0
35,PUNTO - 22,482.097,417.915,100.307,10 DE MARZO 2026,2.733,0
35,PUNTO - 23,477.408,426.591,100.291,10 DE MARZO 2026,2.733,0
35,PUNTO - 24,471.086,434.245,100.292,10 DE MARZO 2026,2.733,0
35,PUNTO - 25,463.245,440.388,100.293,10 DE MARZO 2026,2.733,0
35,PUNTO - 26,454.271,444.717,100.288,10 DE MARZO 2026,2.733,0
35,PUNTO - 27,444.895,446.978,100.285,10 DE MARZO 2026,2.733,0
35,PUNTO - 28,434.976,447.215,100.287,10 DE MARZO 2026,2.733,0
35,PUNTO - 29,425.228,445.377,100.297,10 DE MARZO 2026,2.733,0
35,PUNTO - 30,416.082,441.503,100.312,10 DE MARZO 2026,2.733,0
1,PUNTO - 1 = 127º,410.571,437.933,100.317,17 de Abril,9.928,1
1,PUNTO - 2,403.361,431.079,100.327,17 de Abril,9.928,1
1,PUNTO - 3,397.76,422.847,100.332,17 de Abril,9.928,1
1,PUNTO - 4,394.057,413.629,100.336,17 de Abril,9.928,1
1,PUNTO - 5,392.381,403.848,100.335,17 de Abril,9.928,1
1,PUNTO - 6,392.837,393.925,100.312,17 de Abril,9.928,1
1,PUNTO - 7,395.405,384.331,100.293,17 de Abril,9.928,1
1,PUNTO - 8,399.967,375.502,100.287,17 de Abril,9.928,1
1,PUNTO - 9,406.377,367.725,100.299,17 de Abril,9.928,1
1,PUNTO - 10,411.157,363.663,100.307,17 de Abril,9.928,1
1,PUNTO - 11,419.738,358.654,100.329,17 de Abril,9.928,1
1,PUNTO - 12,429.184,355.587,100.325,17 de Abril,9.928,1
1,PUNTO - 13,439.111,354.607,100.314,17 de Abril,9.928,1
1,PUNTO - 14,448.976,355.757,100.303,17 de Abril,9.928,1
1,PUNTO - 15,458.354,358.972,100.301,17 de Abril,9.928,1
1,PUNTO - 16,466.864,364.12,100.293,17 de Abril,9.928,1
1,PUNTO - 17,474.075,370.972,100.288,17 de Abril,9.928,1
1,PUNTO - 18,479.663,379.193,100.283,17 de Abril,9.928,1
1,PUNTO - 19,483.344,388.435,100.287,17 de Abril,9.928,1
1,PUNTO - 20,484.995,398.208,100.297,17 de Abril,9.928,1
1,PUNTO - 21,484.498,408.273,100.309,17 de Abril,9.928,1
1,PUNTO - 22,482.09,417.918,100.299,17 de Abril,9.928,1
1,PUNTO - 23,477.402,426.596,100.286,17 de Abril,9.928,1
1,PUNTO - 24,471.082,434.244,100.285,17 de Abril,9.928,1
1,PUNTO - 25,463.241,440.387,100.286,17 de Abril,9.928,1
1,PUNTO - 26,454.267,444.714,100.282,17 de Abril,9.928,1
1,PUNTO - 27,444.893,446.972,100.279,17 de Abril,9.928,1
1,PUNTO - 28,434.972,447.215,100.281,17 de Abril,9.928,1
1,PUNTO - 29,425.224,445.377,100.289,17 de Abril,9.928,1
1,PUNTO - 30,416.079,441.504,100.302,17 de Abril,9.928,1
2,PUNTO - 1 = 127º,410.572,437.931,100.312,23 de Abril,14.697,1
2,PUNTO - 2,403.363,431.077,100.322,23 de Abril,14.697,1
2,PUNTO - 3,397.762,422.845,100.33,23 de Abril,14.697,1
2,PUNTO - 4,394.058,413.627,100.333,23 de Abril,14.697,1
2,PUNTO - 5,392.382,403.847,100.331,23 de Abril,14.697,1
2,PUNTO - 6,392.838,393.925,100.31,23 de Abril,14.697,1
2,PUNTO - 7,395.407,384.332,100.29,23 de Abril,14.697,1
2,PUNTO - 8,399.968,375.502,100.283,23 de Abril,14.697,1
2,PUNTO - 9,406.379,367.727,100.296,23 de Abril,14.697,1
2,PUNTO - 10,411.159,363.665,100.303,23 de Abril,14.697,1
2,PUNTO - 11,419.739,358.655,100.326,23 de Abril,14.697,1
2,PUNTO - 12,429.186,355.585,100.321,23 de Abril,14.697,1
2,PUNTO - 13,439.114,354.605,100.311,23 de Abril,14.697,1
2,PUNTO - 14,448.977,355.755,100.3,23 de Abril,14.697,1
2,PUNTO - 15,458.354,358.969,100.296,23 de Abril,14.697,1
2,PUNTO - 16,466.864,364.117,100.289,23 de Abril,14.697,1
